date,startup_name,industry,city,investors,investment_type,amount_usd,year,month
2016-06-07,CreditVidya,Technology,Mumbai,Kalaari Capital,Private Equity,1000000.0,2016.0,6.0
2016-06-08,Grey Campus,Consumer Internet,Hyderabad,Sarath Sura,Seed Funding,1000000.0,2016.0,6.0
2016-06-08,ListUp,eCommerce,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000.0,2016.0,6.0
2016-06-08,6Degree,Technology,Mumbai,Indian Angel Network,Seed Funding,200000.0,2016.0,6.0
2016-06-08,StoreKing,eCommerce,Bengaluru,Axiata Digital,Private Equity,16000000.0,2016.0,6.0
2016-06-08,MySeniorDoctor,Consumer Internet,Gurgaon,BlackJag Partners,Seed Funding,200000.0,2016.0,6.0
2016-06-09,EPayLater,Technology,Mumbai,3 undisclosed HNIs,Seed Funding,2000000.0,2016.0,6.0
2016-06-10,Paytunes,Consumer Internet,Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,500000.0,2016.0,6.0
2016-06-13,Bombay Shirt Company,eCommerce,Mumbai,undisclosed investor,Private Equity,1000000.0,2016.0,6.0
2016-06-13,Matrubharti,Consumer Internet,Unknown,Viridian Capital,Seed Funding,30000.0,2016.0,6.0
2016-06-14,Jivox,Technology,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000.0,2016.0,6.0
2016-06-14,Sminq,Consumer Internet,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000.0,2016.0,6.0
2016-06-14,CureJoy,Consumer Internet,Bengaluru,Accel Partners India,Private Equity,4400000.0,2016.0,6.0
2016-06-15,Oneway.cab,Consumer Internet,Vadodara,Indian Angel Network,Seed Funding,450000.0,2016.0,6.0
2016-06-16,Diro Labs,Consumer Internet,Delhi,Info Edge (India) Ltd,Private Equity,450000.0,2016.0,6.0
2016-06-16,Unnati Helpers,Consumer Internet,Gurgaon,Info Edge (India) Ltd,Private Equity,600000.0,2016.0,6.0
2016-06-16,Voonik,eCommerce,Bengaluru,Sequoia Capital,Private Equity,20000000.0,2016.0,6.0
2016-06-17,Cleartax,Consumer Internet,Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000.0,2016.0,6.0
2016-06-17,Silvan Innovation Labs,Technology,Bengaluru,Infuse Ventures,Private Equity,900000.0,2016.0,6.0
2016-06-17,GreytHR,Technology,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000.0,2016.0,6.0
2016-06-21,Onspoon,Consumer Internet,Mumbai,Swan Angel Network,Seed Funding,150000.0,2016.0,6.0
2016-06-21,Celerix,Technology,Bengaluru,Bitkemy Ventures,Seed Funding,400000.0,2016.0,6.0
2016-06-21,NatureNama,Consumer Internet,Mumbai,Unicorn Venture,Seed Funding,225000.0,2016.0,6.0
2016-06-21,Syona Cosmetics,FMCG,Chennai,The Chennai Angels,Seed Funding,150000.0,2016.0,6.0
2016-06-21,PrettySecrets,eCommerce,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000.0,2016.0,6.0
2016-06-22,SpiderG,Consumer Internet,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000.0,2016.0,6.0
2016-06-23,FarEye,Technology,Delhi,Saif Partners,Private Equity,3500000.0,2016.0,6.0
2016-06-23,The Uolo,Consumer Internet,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000.0,2016.0,6.0
2016-06-24,Drivify,Consumer Internet,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000.0,2016.0,6.0
2016-06-24,ParaBlu,Technology,Bengaluru,Kalaari Capital,Seed Funding,500000.0,2016.0,6.0
2016-06-24,Schedulers Logistics,Logistics,Mumbai,GVFL,Private Equity,6000000.0,2016.0,6.0
2016-06-24,LEAP India,Others,Mumbai,Mayfield Ventures,Private Equity,3000000.0,2016.0,6.0
2016-06-24,KabadiExpress,Others,Delhi,Undisclosed investor,Seed Funding,148000.0,2016.0,6.0
2016-06-27,YourDost,Consumer Internet,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000.0,2016.0,6.0
2016-06-27,Gomalon,Consumer Internet,Bengaluru,Undisclosed investor,Seed Funding,100000.0,2016.0,6.0
2016-06-27,Travelyaari,Consumer Internet,Bengaluru,GVFL Ltd,Private Equity,3000000.0,2016.0,6.0
2016-06-28,FabHotels,Consumer Internet,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000.0,2016.0,6.0
2016-06-28,Locanix,Technology,Ahmedabad,Undisclosed investors,Seed Funding,300000.0,2016.0,6.0
2016-06-28,LendingKart,Consumer Internet,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,2016.0,6.0
2016-06-28,Hello Tax,Consumer Internet,Delhi,Sanjeev Sinha,Seed Funding,295000.0,2016.0,6.0
2016-06-29,LetReach,eCommerce,Delhi,vCommission,Private Equity,100000.0,2016.0,6.0
2016-06-29,TrendieApp,Technology,Kolkata,Harsh Vardhan Hada,Seed Funding,50000.0,2016.0,6.0
2016-06-29,Velvetcase,eCommerce,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000.0,2016.0,6.0
2016-06-30,Meru Cabs,Consumer Internet,Mumbai,Brand Capital,Private Equity,25000000.0,2016.0,6.0
2016-06-30,Campus Diaries,Consumer Internet,Bengaluru,Aarin Capital,Seed Funding,220000.0,2016.0,6.0
2016-06-30,Biryani Blues,Food & Beverage,Gurgaon,Carpediem Capital & Others,Private Equity,368000.0,2016.0,6.0
2016-05-01,Get My Parking,Technology,Delhi,The Chennai Angels,Seed Funding,376000.0,2016.0,5.0
2016-05-01,Prescribez,Consumer Internet,Pune,Ankush Mehta,Seed Funding,145000.0,2016.0,5.0
2016-05-03,Mobikwik,Consumer Internet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50000000.0,2016.0,5.0
2016-05-03,Zwayam,Consumer Internet,Bengaluru,Undisclosed investors,Seed Funding,250000.0,2016.0,5.0
2016-05-03,Zuver,Consumer Internet,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000.0,2016.0,5.0
2016-05-04,EasyRoads,Consumer Internet,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000.0,2016.0,5.0
2016-05-04,Lenskart,eCommerce,Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,2016.0,5.0
2016-05-04,Seclore,Technology,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000.0,2016.0,5.0
2016-05-04,SolarTown,Technology,Chennai,Grex.in,Seed Funding,200000.0,2016.0,5.0
2016-05-04,Comarete,Technology,Pune,Grex.in,Seed Funding,200000.0,2016.0,5.0
2016-05-04,MyDentistChoice,eCommerce,Hyderabad,Undisclosed investors,Seed Funding,150000.0,2016.0,5.0
2016-05-04,Active.ai,Technology,Singapore,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016.0,5.0
2016-05-04,Affordplan,Technology,Delhi,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016.0,5.0
2016-05-04,Indee,Consumer Internet,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,500000.0,2016.0,5.0
2016-05-05,WebAlligator,Consumer Internet,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000.0,2016.0,5.0
2016-05-06,EduAce Services,Education,Lucknow,MoMagic Technologies,Private Equity,1000000.0,2016.0,5.0
2016-05-07,Zebroads,Logistics,Hyderabad,Undisclosed investors,Seed Funding,75000.0,2016.0,5.0
2016-05-09,Locus,Technology,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000.0,2016.0,5.0
2016-05-09,Toko Innovations,Consumer Internet,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,450000.0,2016.0,5.0
2016-05-09,Rentickle,eCommerce,Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000.0,2016.0,5.0
2016-05-10,HealthifyMe,Consumer Internet,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,2016.0,5.0
2016-05-10,Zarget,Consumer Internet,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,2016.0,5.0
2016-05-10,InnoNano Research,Technology,Chennai,NanoHoldings,Private Equity,18000000.0,2016.0,5.0
2016-05-10,SchoolWear,eCommerce,Mumbai,Undisclosed investors,Seed Funding,1500000.0,2016.0,5.0
2016-05-10,Swiggy,Consumer Internet,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000.0,2016.0,5.0
2016-05-11,Zenify,Consumer Internet,Bengaluru,Undisclosed Investors,Private Equity,900000.0,2016.0,5.0
2016-05-11,Fractal Analytics,Technology,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,2016.0,5.0
2016-05-12,Unacademy,Consumer Internet,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000.0,2016.0,5.0
2016-05-12,Capital Float,Consumer Internet,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,2016.0,5.0
2016-05-12,Life Circle,Healthcare,Hyderabad,GROUPE SOS,Private Equity,150000.0,2016.0,5.0
2016-05-13,StayZilla,Consumer Internet,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,2016.0,5.0
2016-05-13,WoW Express,Logistics,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,2016.0,5.0
2016-05-16,Smartivity,eCommerce,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0,2016.0,5.0
2016-05-18,TheSmartQ,Consumer Internet,Bengaluru,YourNest Angel Fund,Seed Funding,250000.0,2016.0,5.0
2016-05-18,PurpleHealth,Consumer Internet,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0,2016.0,5.0
2016-05-18,EduPristine,Education,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,2016.0,5.0
2016-05-18,BhiveWorkspace,Reality,Bengaluru,Blume Ventures,Private Equity,1000000.0,2016.0,5.0
2016-05-19,Appie,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,1000000.0,2016.0,5.0
2016-05-19,TaxiVaxi,Consumer Internet,Delhi,Undisclosed HNIs,Seed Funding,500000.0,2016.0,5.0
2016-05-19,Veqta,Consumer Internet,Delhi,"Chatsworth Management, ITW Digital",Seed Funding,500000.0,2016.0,5.0
2016-05-20,i2ifunding,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,300000.0,2016.0,5.0
2016-05-23,Hoppingo,Consumer Internet,Delhi,vCommission,Seed Funding,89000.0,2016.0,5.0
2016-05-24,Goalwise,Consumer Internet,Bengaluru,Undisclosed HNIs,Seed Funding,1000000.0,2016.0,5.0
2016-05-25,Address Health,Healthcare,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,2016.0,5.0
2016-05-25,Arcatron Mobility,Technology,Pune,Sudhir Mehta,Seed Funding,100000.0,2016.0,5.0
2016-05-26,Cleartax,Consumer Internet,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,2000000.0,2016.0,5.0
2016-05-26,mChamp,Consumer Internet,Delhi,MoMagic Technologies,Seed Funding,475000.0,2016.0,5.0
2016-05-30,Vahanalytics,Technology,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,2016.0,5.0
2016-05-31,Koovs,eCommerce,Delhi,HT Media Ltd,Private Equity,4400000.0,2016.0,5.0
2016-05-31,CCavenue,Consumer Internet,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,2016.0,5.0
2016-05-31,MachaDalo,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,175000.0,2016.0,5.0
2016-04-01,Dil Mil,Consumer Internet,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016.0,4.0
2016-04-04,Hungama,Consumer Internet,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016.0,4.0
2016-04-06,Shipsy,Logistics,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0,2016.0,4.0
2016-04-06,gear6,Consumer Internet,Bengaluru,Ninestarter,Seed Funding,500000.0,2016.0,4.0
2016-04-06,MyGlamm,Consumer Internet,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0,2016.0,4.0
2016-04-06,Petoo,Consumer Internet,Bengaluru,Axilor Ventures,Private Equity,1000000.0,2016.0,4.0
2016-04-08,imedilane,Consumer Internet,Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0,2016.0,4.0
2016-04-11,Living Local,Consumer Internet,Mumbai,Rattan Chadha,Seed Funding,200000.0,2016.0,4.0
2016-04-11,Oyo,Consumer Internet,Delhi,SoftBank,Private Equity,100000000.0,2016.0,4.0
2016-04-11,PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,300000.0,2016.0,4.0
2016-04-12,MagicX,Consumer Internet,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0,2016.0,4.0
2016-04-13,Legalraasta,Consumer Internet,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0,2016.0,4.0
2016-04-13,RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0,2016.0,4.0
2016-04-13,Hippily,eCommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0,2016.0,4.0
2016-04-13,kredX,eCommerce,Bengaluru,"Prime Venture Partners,",Seed Funding,750000.0,2016.0,4.0
2016-04-14,BeaconsTalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0,2016.0,4.0
2016-04-15,RenewBuy,Consumer Internet,Delhi,Mount Nathan Advisors,Seed Funding,1000000.0,2016.0,4.0
2016-04-15,Vyomo,Consumer Internet,Delhi,Naturals Salon Chain,Private Equity,15000000.0,2016.0,4.0
2016-04-15,NestAway,Consumer Internet,Bengaluru,Tiger Global,Private Equity,30000000.0,2016.0,4.0
2016-04-15,Tapchief,Consumer Internet,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000.0,2016.0,4.0
2016-04-18,Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.0,2016.0,4.0
2016-04-19,Betaout,eCommerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0,2016.0,4.0
2016-04-19,DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,450000.0,2016.0,4.0
2016-04-19,CollegeDekho,Consumer Internet,Delhi,Man Capital,Private Equity,2000000.0,2016.0,4.0
2016-04-20,1mg,eCommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0,2016.0,4.0
2016-04-22,Licious,eCommerce,Bengaluru,Mayfield India II Management Ltd,Private Equity,3000000.0,2016.0,4.0
2016-04-22,TOKO Innovation Studios,Consumer Internet,Delhi,Indian Angel network,Seed Funding,450000.0,2016.0,4.0
2016-04-25,Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,200000.0,2016.0,4.0
2016-04-25,Dropkaffe,Food & Beverage,Bengaluru,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0,2016.0,4.0
2016-04-26,Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.0,2016.0,4.0
2016-04-26,ClearTax,Consumer Internet,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000.0,2016.0,4.0
2016-04-26,Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0,2016.0,4.0
2016-04-27,MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,500000.0,2016.0,4.0
2016-04-27,ICHR,Consumer Internet,Delhi,Undisclosed,Seed Funding,450000.0,2016.0,4.0
2016-04-28,The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.0,2016.0,4.0
2016-04-28,DocsApp,Consumer Internet,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,2016.0,4.0
2016-04-29,Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.0,2016.0,4.0
2016-04-29,LetReach,eCommerce,Delhi,vCommission,Private Equity,100000.0,2016.0,4.0
2016-03-02,MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,600000.0,2016.0,3.0
2016-03-02,Systemantics,Technology,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,2016.0,3.0
2016-03-03,Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,2016.0,3.0
2016-03-03,Shouut,Consumer Internet,Delhi,Undisclosed investor,Seed Funding,500000.0,2016.0,3.0
2016-03-04,Aahaa,eCommerce,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0,2016.0,3.0
2016-03-04,FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,150000.0,2016.0,3.0
2016-03-04,Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,2016.0,3.0
2016-03-04,medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.0,2016.0,3.0
2016-03-07,N.O.W,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,2016.0,3.0
2016-03-07,Ninjacart,eCommerce,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,2016.0,3.0
2016-03-07,Reach,Consumer Internet,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,2016.0,3.0
2016-03-07,Vanity Cube,Consumer Internet,Delhi,Unicorn Ventures,Seed Funding,250000.0,2016.0,3.0
2016-03-07,Medidaili,Consumer Internet,Bengaluru,Undisclosed private investors,Seed Funding,100000.0,2016.0,3.0
2016-03-08,LoveCycles,Consumer Internet,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,2016.0,3.0
2016-03-08,Kartrocket,eCommerce,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,2016.0,3.0
2016-03-08,dunzo,Consumer Internet,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,2016.0,3.0
2016-03-09,SmartVizX,Technology,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,2016.0,3.0
2016-03-09,MyGubbi,Real Estate,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.0,2016.0,3.0
2016-03-09,Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0,2016.0,3.0
2016-03-09,Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0,2016.0,3.0
2016-03-10,Big Fish Ventures,Food & Beverage,Delhi,Undisclosed investors,Private Equity,11100000.0,2016.0,3.0
2016-03-10,Icertis,Technology,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,2016.0,3.0
2016-03-10,Supplified,eCommerce,Delhi,Mohit Goel,Seed Funding,1000000.0,2016.0,3.0
2016-03-14,PinkBlue,eCommerce,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,2016.0,3.0
2016-03-14,TruckingCube,Logistics,Delhi,Agarwal Movers Group,Private Equity,14900000.0,2016.0,3.0
2016-03-15,FlipClass,Consumer Internet,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,2016.0,3.0
2016-03-15,Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0,2016.0,3.0
2016-03-15,WithMe,Consumer Internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0,2016.0,3.0
2016-03-16,Gapoon,Consumer Internet,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,2016.0,3.0
2016-03-16,Wealthy,Consumer Internet,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0,2016.0,3.0
2016-03-17,Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,200000.0,2016.0,3.0
2016-03-17,Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed Funding,230000.0,2016.0,3.0
2016-03-17,HealthEnablr,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,800000.0,2016.0,3.0
2016-03-17,Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,2016.0,3.0
2016-03-18,Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0,2016.0,3.0
2016-03-19,goSporto,Consumer Internet,Delhi,Naveen Gupta,Seed Funding,30000.0,2016.0,3.0
2016-03-21,Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0,2016.0,3.0
2016-03-22,Byju\\xe2\\x80\\x99s,Consumer Internet,Bengaluru,"Sequoia India, Sofina",Private Equity,75000000.0,2016.0,3.0
2016-03-22,BigBasket,eCommerce,Bengaluru,Abraaj Group,Private Equity,150000000.0,2016.0,3.0
2016-03-22,DrivoJoy,Consumer Internet,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,2016.0,3.0
2016-03-22,CreditSeva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,360000.0,2016.0,3.0
2016-03-23,Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,2016.0,3.0
2016-03-23,SP Robotics,Technology,Chennai,"Indian Angel Network,",Seed Funding,300000.0,2016.0,3.0
2016-03-23,eKincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2016.0,3.0
2016-03-23,Wheelstreet,Consumer Internet,Bengaluru,Broadbean Capital services,Private Equity,500000.0,2016.0,3.0
2016-03-24,Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,2016.0,3.0
2016-03-28,Schoolkart,eCommerce,Noida,Undisclosed investors,Seed Funding,300000.0,2016.0,3.0
2016-03-29,Babygogo,Consumer Internet,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,2016.0,3.0
2016-03-29,Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,4700000.0,2016.0,3.0
2016-03-29,QikShip,Consumer Internet,Delhi,undisclosed investors,Seed Funding,200000.0,2016.0,3.0
2016-03-29,FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,500000.0,2016.0,3.0
2016-03-30,Touchkin,Healthcare,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,2016.0,3.0
2016-02-02,Altizone,Technology,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,4000000.0,2016.0,2.0
2016-02-02,Strike,Consumer Internet,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,MaaxMarket,Consumer Internet,Unknown,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-02,SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.0,2016.0,2.0
2016-02-03,Mazkara,Consumer Internet,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0,2016.0,2.0
2016-02-03,RoadGods,eCommerce,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,2.0
2016-02-03,Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,2.0
2016-02-03,Woodpie,Consumer Internet,Bengaluru,Ingram Content Group,Seed Funding,30000.0,2016.0,2.0
2016-02-04,Perfumery,eCommerce,Delhi,Oranda Global & Others,Seed Funding,30000.0,2016.0,2.0
2016-02-05,ZenDrive,Technology,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.0,2016.0,2.0
2016-02-05,Gingercrush,eCommerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,2016.0,2.0
2016-02-05,American Vision,Consumer Internet,Pune,Undisclosed investors,Seed Funding,81000.0,2016.0,2.0
2016-02-05,DawaiLelo,Consumer Internet,Varanasi,Undisclosed investors,Seed Funding,52000.0,2016.0,2.0
2016-02-06,Heads Up For Tails,eCommerce,Delhi,Undisclosed investors,Seed Funding,1000000.0,2016.0,2.0
2016-02-08,iStyleYou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,2.0
2016-02-08,AdUrCup,Consumer Internet,Delhi,Green House Ventures (GHV),Seed Funding,100000.0,2016.0,2.0
2016-02-08,Xpressbees,eCommerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0,2016.0,2.0
2016-02-10,Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,200000.0,2016.0,2.0
2016-02-10,Affimity,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,1200000.0,2016.0,2.0
2016-02-10,Anandakanda,Technology,Pune,undisclosed investors,Seed Funding,150000.0,2016.0,2.0
2016-02-12,ActOnMagic,Technology,Bengaluru,Jayabalan Subramanian,Seed Funding,125000.0,2016.0,2.0
2016-02-12,Bonhomia,Food & Beverage,Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.0,2016.0,2.0
2016-02-12,iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,1000000.0,2016.0,2.0
2016-02-12,RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,4000000.0,2016.0,2.0
